date,T (degC)
2020-01-03 08:20:00,3.92
2020-01-03 08:30:00,3.93
2020-01-03 08:40:00,3.61
2020-01-03 08:50:00,3.38
2020-01-03 09:00:00,3.3
2020-01-03 09:10:00,3.47
2020-01-03 09:20:00,3.39
2020-01-03 09:30:00,3.27
2020-01-03 09:40:00,3.27
2020-01-03 09:50:00,3.29
2020-01-03 10:00:00,3.32
2020-01-03 10:10:00,3.41
2020-01-03 10:20:00,3.5
2020-01-03 10:30:00,3.57
2020-01-03 10:40:00,3.7
2020-01-03 10:50:00,3.91
2020-01-03 11:00:00,4.0
2020-01-03 11:10:00,4.1
2020-01-03 11:20:00,4.16
2020-01-03 11:30:00,4.2
2020-01-03 11:40:00,4.3
2020-01-03 11:50:00,4.47
2020-01-03 12:00:00,4.74
2020-01-03 12:10:00,4.94
2020-01-03 12:20:00,5.0
2020-01-03 12:30:00,5.2
2020-01-03 12:40:00,5.88
2020-01-03 12:50:00,6.81
2020-01-03 13:00:00,6.98
2020-01-03 13:10:00,7.0
2020-01-03 13:20:00,6.99
2020-01-03 13:30:00,6.93
2020-01-03 13:40:00,6.84
2020-01-03 13:50:00,6.71
2020-01-03 14:00:00,6.67
2020-01-03 14:10:00,6.59
2020-01-03 14:20:00,6.54
2020-01-03 14:30:00,6.54
2020-01-03 14:40:00,6.47
2020-01-03 14:50:00,6.41
2020-01-03 15:00:00,6.45
2020-01-03 15:10:00,6.41
2020-01-03 15:20:00,6.46
2020-01-03 15:30:00,6.54
2020-01-03 15:40:00,6.56
2020-01-03 15:50:00,6.62
2020-01-03 16:00:00,6.65
2020-01-03 16:10:00,6.59
2020-01-03 16:20:00,6.54
2020-01-03 16:30:00,6.49
2020-01-03 16:40:00,6.47
2020-01-03 16:50:00,6.59
2020-01-03 17:00:00,6.62
2020-01-03 17:10:00,6.61
2020-01-03 17:20:00,6.55
2020-01-03 17:30:00,6.48
2020-01-03 17:40:00,6.47
2020-01-03 17:50:00,6.49
2020-01-03 18:00:00,6.54
2020-01-03 18:10:00,6.55
2020-01-03 18:20:00,6.48
2020-01-03 18:30:00,6.47
2020-01-03 18:40:00,6.55
2020-01-03 18:50:00,6.67
2020-01-03 19:00:00,6.79
2020-01-03 19:10:00,6.89
2020-01-03 19:20:00,6.98
2020-01-03 19:30:00,6.99
2020-01-03 19:40:00,7.13
2020-01-03 19:50:00,7.2
2020-01-03 20:00:00,7.33
2020-01-03 20:10:00,7.5
2020-01-03 20:20:00,7.59
2020-01-03 20:30:00,7.61
2020-01-03 20:40:00,7.66
2020-01-03 20:50:00,7.69
2020-01-03 21:00:00,7.82
2020-01-03 21:10:00,7.81
2020-01-03 21:20:00,7.82
2020-01-03 21:30:00,7.89
2020-01-03 21:40:00,7.88
2020-01-03 21:50:00,7.9
2020-01-03 22:00:00,7.97
2020-01-03 22:10:00,7.95
2020-01-03 22:20:00,7.72
2020-01-03 22:30:00,7.54
2020-01-03 22:40:00,7.53
2020-01-03 22:50:00,7.64
2020-01-03 23:00:00,7.83
2020-01-03 23:10:00,8.01
2020-01-03 23:20:00,8.17
2020-01-03 23:30:00,7.92
2020-01-03 23:40:00,7.62
2020-01-03 23:50:00,7.11
2020-01-04 00:00:00,6.61
2020-01-04 00:10:00,6.25
2020-01-04 00:20:00,5.85
2020-01-04 00:30:00,5.58
2020-01-04 00:40:00,5.44
2020-01-04 00:50:00,5.33
2020-01-04 01:00:00,5.23
2020-01-04 01:10:00,5.19
2020-01-04 01:20:00,5.08
2020-01-04 01:30:00,4.94
2020-01-04 01:40:00,4.87
2020-01-04 01:50:00,4.87
2020-01-04 02:00:00,4.87
2020-01-04 02:10:00,4.88
2020-01-04 02:20:00,4.78
2020-01-04 02:30:00,4.64
2020-01-04 02:40:00,4.42
2020-01-04 02:50:00,4.22
2020-01-04 03:00:00,4.13
2020-01-04 03:10:00,4.03
2020-01-04 03:20:00,3.89
2020-01-04 03:30:00,3.76
2020-01-04 03:40:00,3.67
2020-01-04 03:50:00,3.72
2020-01-04 04:00:00,3.76
2020-01-04 04:10:00,3.81
2020-01-04 04:20:00,3.8
2020-01-04 04:30:00,3.83
2020-01-04 04:40:00,3.8
2020-01-04 04:50:00,3.74
2020-01-04 05:00:00,3.69
2020-01-04 05:10:00,3.67
2020-01-04 05:20:00,3.67
2020-01-04 05:30:00,3.67
2020-01-04 05:40:00,3.67
2020-01-04 05:50:00,3.67
2020-01-04 06:00:00,3.64
2020-01-04 06:10:00,3.58
2020-01-04 06:20:00,3.49
2020-01-04 06:30:00,3.41
2020-01-04 06:40:00,3.4
2020-01-04 06:50:00,3.38
2020-01-04 07:00:00,3.31
2020-01-04 07:10:00,3.28
2020-01-04 07:20:00,3.28
2020-01-04 07:30:00,3.21
2020-01-04 07:40:00,3.25
2020-01-04 07:50:00,3.24
2020-01-04 08:00:00,3.27
2020-01-04 08:10:00,3.33
2020-01-04 08:20:00,3.34
2020-01-04 08:30:00,3.35
2020-01-04 08:40:00,3.36
2020-01-04 08:50:00,3.32
2020-01-04 09:00:00,3.27
2020-01-04 09:10:00,3.27
2020-01-04 09:20:00,3.33
2020-01-04 09:30:00,3.37
2020-01-04 09:40:00,3.4
2020-01-04 09:50:00,3.49
2020-01-04 10:00:00,3.6
2020-01-04 10:10:00,3.73
2020-01-04 10:20:00,3.87
2020-01-04 10:30:00,3.94
2020-01-04 10:40:00,4.01
2020-01-04 10:50:00,3.92
2020-01-04 11:00:00,3.87
2020-01-04 11:10:00,3.88
2020-01-04 11:20:00,3.87
2020-01-04 11:30:00,3.93
2020-01-04 11:40:00,4.03
2020-01-04 11:50:00,4.15
2020-01-04 12:00:00,4.23
2020-01-04 12:10:00,4.3
2020-01-04 12:20:00,4.44
2020-01-04 12:30:00,4.54
2020-01-04 12:40:00,4.63
2020-01-04 12:50:00,4.68
2020-01-04 13:00:00,4.77
2020-01-04 13:10:00,4.87
2020-01-04 13:20:00,4.99
2020-01-04 13:30:00,5.12
2020-01-04 13:40:00,5.21
2020-01-04 13:50:00,5.23
2020-01-04 14:00:00,5.31
2020-01-04 14:10:00,5.34
2020-01-04 14:20:00,5.4
2020-01-04 14:30:00,5.31
2020-01-04 14:40:00,5.07
2020-01-04 14:50:00,4.8
2020-01-04 15:00:00,4.55
2020-01-04 15:10:00,4.36
2020-01-04 15:20:00,4.3
2020-01-04 15:30:00,4.37
2020-01-04 15:40:00,4.44
2020-01-04 15:50:00,4.53
2020-01-04 16:00:00,4.6
2020-01-04 16:10:00,4.7
2020-01-04 16:20:00,4.83
2020-01-04 16:30:00,4.97
2020-01-04 16:40:00,4.87
2020-01-04 16:50:00,4.92
2020-01-04 17:00:00,4.94
2020-01-04 17:10:00,4.94
2020-01-04 17:20:00,5.0
2020-01-04 17:30:00,5.11
2020-01-04 17:40:00,5.26
2020-01-04 17:50:00,5.34
2020-01-04 18:00:00,5.21
2020-01-04 18:10:00,5.03
2020-01-04 18:20:00,4.5
2020-01-04 18:30:00,3.35
2020-01-04 18:40:00,2.55
2020-01-04 18:50:00,2.08
2020-01-04 19:00:00,1.93
2020-01-04 19:10:00,1.93
2020-01-04 19:20:00,1.84
2020-01-04 19:30:00,1.68
2020-01-04 19:40:00,1.73
2020-01-04 19:50:00,1.97
2020-01-04 20:00:00,2.07
2020-01-04 20:10:00,2.03
2020-01-04 20:20:00,2.01
2020-01-04 20:30:00,2.08
2020-01-04 20:40:00,2.2
2020-01-04 20:50:00,2.26
2020-01-04 21:00:00,2.21
2020-01-04 21:10:00,2.22
2020-01-04 21:20:00,2.24
2020-01-04 21:30:00,2.21
2020-01-04 21:40:00,2.22
2020-01-04 21:50:00,2.27
2020-01-04 22:00:00,2.22
2020-01-04 22:10:00,2.16
2020-01-04 22:20:00,2.1
2020-01-04 22:30:00,1.99
2020-01-04 22:40:00,1.9
2020-01-04 22:50:00,1.94
2020-01-04 23:00:00,1.91
2020-01-04 23:10:00,1.86
2020-01-04 23:20:00,1.81
2020-01-04 23:30:00,1.65
2020-01-04 23:40:00,1.53
2020-01-04 23:50:00,1.47
2020-01-05 00:00:00,1.47
2020-01-05 00:10:00,1.47
2020-01-05 00:20:00,1.49
2020-01-05 00:30:00,1.59
2020-01-05 00:40:00,1.81
2020-01-05 00:50:00,1.96
2020-01-05 01:00:00,2.05
2020-01-05 01:10:00,2.1
2020-01-05 01:20:00,2.03
2020-01-05 01:30:00,2.01
2020-01-05 01:40:00,2.01
2020-01-05 01:50:00,2.01
2020-01-05 02:00:00,2.07
2020-01-05 02:10:00,1.99
2020-01-05 02:20:00,1.95
2020-01-05 02:30:00,2.02
2020-01-05 02:40:00,2.13
2020-01-05 02:50:00,2.16
2020-01-05 03:00:00,2.14
2020-01-05 03:10:00,2.14
2020-01-05 03:20:00,2.14
2020-01-05 03:30:00,2.14
2020-01-05 03:40:00,2.17
2020-01-05 03:50:00,2.15
2020-01-05 04:00:00,2.17
2020-01-05 04:10:00,2.2
2020-01-05 04:20:00,2.16
2020-01-05 04:30:00,2.1
2020-01-05 04:40:00,2.08
2020-01-05 04:50:00,2.07
2020-01-05 05:00:00,2.02
2020-01-05 05:10:00,2.05
2020-01-05 05:20:00,2.07
2020-01-05 05:30:00,2.09
2020-01-05 05:40:00,2.06
2020-01-05 05:50:00,2.02
2020-01-05 06:00:00,2.1
2020-01-05 06:10:00,2.15
2020-01-05 06:20:00,2.18
2020-01-05 06:30:00,2.17
2020-01-05 06:40:00,2.15
2020-01-05 06:50:00,2.19
2020-01-05 07:00:00,2.28
2020-01-05 07:10:00,2.27
2020-01-05 07:20:00,2.26
2020-01-05 07:30:00,2.29
2020-01-05 07:40:00,2.31
2020-01-05 07:50:00,2.28
2020-01-05 08:00:00,2.33
2020-01-05 08:10:00,2.29
2020-01-05 08:20:00,2.25
2020-01-05 08:30:00,2.29
2020-01-05 08:40:00,2.32
2020-01-05 08:50:00,2.27
2020-01-05 09:00:00,2.25
2020-01-05 09:10:00,2.32
2020-01-05 09:20:00,2.35
2020-01-05 09:30:00,2.43
2020-01-05 09:40:00,2.41
2020-01-05 09:50:00,2.31
2020-01-05 10:00:00,1.93
2020-01-05 10:10:00,1.79
2020-01-05 10:20:00,1.9
2020-01-05 10:30:00,2.01
2020-01-05 10:40:00,2.1
2020-01-05 10:50:00,2.24
2020-01-05 11:00:00,2.38
2020-01-05 11:10:00,2.55
2020-01-05 11:20:00,2.75
2020-01-05 11:30:00,2.86
2020-01-05 11:40:00,3.01
2020-01-05 11:50:00,3.13
2020-01-05 12:00:00,3.12
2020-01-05 12:10:00,3.16
2020-01-05 12:20:00,3.31
2020-01-05 12:30:00,3.5
2020-01-05 12:40:00,3.39
2020-01-05 12:50:00,3.39
2020-01-05 13:00:00,3.47
2020-01-05 13:10:00,3.45
2020-01-05 13:20:00,3.47
2020-01-05 13:30:00,3.53
2020-01-05 13:40:00,3.61
2020-01-05 13:50:00,3.81
2020-01-05 14:00:00,4.07
2020-01-05 14:10:00,4.17
2020-01-05 14:20:00,4.37
2020-01-05 14:30:00,4.29
2020-01-05 14:40:00,4.28
2020-01-05 14:50:00,4.43
2020-01-05 15:00:00,4.29
2020-01-05 15:10:00,4.06
2020-01-05 15:20:00,3.84
2020-01-05 15:30:00,3.67
2020-01-05 15:40:00,3.58
2020-01-05 15:50:00,3.51
2020-01-05 16:00:00,3.47
2020-01-05 16:10:00,3.47
2020-01-05 16:20:00,3.42
2020-01-05 16:30:00,3.4
2020-01-05 16:40:00,3.37
2020-01-05 16:50:00,3.35
2020-01-05 17:00:00,3.41
2020-01-05 17:10:00,3.36
2020-01-05 17:20:00,3.25
2020-01-05 17:30:00,3.1
2020-01-05 17:40:00,3.04
2020-01-05 17:50:00,3.07
2020-01-05 18:00:00,3.1
2020-01-05 18:10:00,3.14
2020-01-05 18:20:00,3.18
2020-01-05 18:30:00,3.04
2020-01-05 18:40:00,2.94
2020-01-05 18:50:00,2.96
2020-01-05 19:00:00,2.88
2020-01-05 19:10:00,2.87
2020-01-05 19:20:00,2.93
2020-01-05 19:30:00,2.97
2020-01-05 19:40:00,3.05
2020-01-05 19:50:00,3.07
2020-01-05 20:00:00,3.03
2020-01-05 20:10:00,2.95
2020-01-05 20:20:00,3.09
2020-01-05 20:30:00,3.02
2020-01-05 20:40:00,2.98
2020-01-05 20:50:00,2.94
2020-01-05 21:00:00,3.0
2020-01-05 21:10:00,3.0
2020-01-05 21:20:00,3.0
2020-01-05 21:30:00,3.0
2020-01-05 21:40:00,2.95
2020-01-05 21:50:00,2.93
2020-01-05 22:00:00,2.87
2020-01-05 22:10:00,2.88
2020-01-05 22:20:00,2.92
2020-01-05 22:30:00,2.98
2020-01-05 22:40:00,3.05
2020-01-05 22:50:00,3.07
2020-01-05 23:00:00,3.14
2020-01-05 23:10:00,3.15
2020-01-05 23:20:00,3.13
2020-01-05 23:30:00,3.21
2020-01-05 23:40:00,3.27
2020-01-05 23:50:00,3.28
2020-01-06 00:00:00,3.32
2020-01-06 00:10:00,3.31
2020-01-06 00:20:00,3.33
2020-01-06 00:30:00,3.35
2020-01-06 00:40:00,3.33
2020-01-06 00:50:00,3.34
2020-01-06 01:00:00,3.38
2020-01-06 01:10:00,3.34
2020-01-06 01:20:00,3.33
2020-01-06 01:30:00,3.39
2020-01-06 01:40:00,3.31
2020-01-06 01:50:00,3.31
2020-01-06 02:00:00,3.33
2020-01-06 02:10:00,3.34
2020-01-06 02:20:00,3.37
2020-01-06 02:30:00,3.4
2020-01-06 02:40:00,3.4
2020-01-06 02:50:00,3.36
2020-01-06 03:00:00,3.34
2020-01-06 03:10:00,3.39
2020-01-06 03:20:00,3.4
2020-01-06 03:30:00,3.38
2020-01-06 03:40:00,3.18
2020-01-06 03:50:00,3.09
2020-01-06 04:00:00,3.0
2020-01-06 04:10:00,3.01
2020-01-06 04:20:00,2.96
2020-01-06 04:30:00,2.98
2020-01-06 04:40:00,2.99
2020-01-06 04:50:00,3.07
2020-01-06 05:00:00,3.03
2020-01-06 05:10:00,2.98
2020-01-06 05:20:00,2.94
2020-01-06 05:30:00,2.97
2020-01-06 05:40:00,2.91
2020-01-06 05:50:00,2.87
2020-01-06 06:00:00,2.87
2020-01-06 06:10:00,2.9
2020-01-06 06:20:00,2.97
2020-01-06 06:30:00,3.03
2020-01-06 06:40:00,3.02
2020-01-06 06:50:00,3.0
2020-01-06 07:00:00,3.12
2020-01-06 07:10:00,3.31
2020-01-06 07:20:00,3.52
2020-01-06 07:30:00,3.6
2020-01-06 07:40:00,3.53
2020-01-06 07:50:00,3.37
2020-01-06 08:00:00,3.25
2020-01-06 08:10:00,3.21
2020-01-06 08:20:00,3.21
2020-01-06 08:30:00,3.22
2020-01-06 08:40:00,3.4
2020-01-06 08:50:00,3.23
2020-01-06 09:00:00,3.13
2020-01-06 09:10:00,3.11
2020-01-06 09:20:00,3.17
2020-01-06 09:30:00,3.3
2020-01-06 09:40:00,3.35
2020-01-06 09:50:00,3.31
2020-01-06 10:00:00,3.35
2020-01-06 10:10:00,3.26
2020-01-06 10:20:00,3.1
2020-01-06 10:30:00,3.1
2020-01-06 10:40:00,3.09
2020-01-06 10:50:00,3.11
2020-01-06 11:00:00,3.28
2020-01-06 11:10:00,3.53
2020-01-06 11:20:00,3.73
2020-01-06 11:30:00,3.85
2020-01-06 11:40:00,3.96
2020-01-06 11:50:00,4.01
2020-01-06 12:00:00,4.16
2020-01-06 12:10:00,4.25
2020-01-06 12:20:00,4.29
2020-01-06 12:30:00,4.32
2020-01-06 12:40:00,4.33
2020-01-06 12:50:00,4.36
2020-01-06 13:00:00,4.42
2020-01-06 13:10:00,4.45
2020-01-06 13:20:00,4.47
2020-01-06 13:30:00,4.45
2020-01-06 13:40:00,4.45
2020-01-06 13:50:00,4.47
2020-01-06 14:00:00,4.46
2020-01-06 14:10:00,4.48
2020-01-06 14:20:00,4.6
2020-01-06 14:30:00,4.97
2020-01-06 14:40:00,5.23
2020-01-06 14:50:00,5.18
2020-01-06 15:00:00,5.05
2020-01-06 15:10:00,4.91
